School Name,Board Name,Municipality,School Level,School Language,Grade6Reading,LowIncome_pct,NoDegree_pct,Density_2021,Grade6Reading_pct,Grade6Writing_pct,Grade6Math_pct,Grade3Reading_pct,Grade3Math_pct,Grade6Reading_3yr_change,Grade6Math_3yr_change,SpecialEd_pct,Enrolment,City,Latitude,Longitude,EquityRisk
Brimwood Boulevard Junior Public School,Toronto DSB,toronto,Elementary,English,64.0,10.0,15.0,4427.8,64%,64%,38%,50%,39%,-30.0,-14.0,10,310,Scarborough,43.81171,-79.2738,False
Brimwood Boulevard Junior Public School,Toronto DSB,toronto,Elementary,English,64.0,10.0,15.0,4427.8,64%,64%,38%,50%,39%,-30.0,-14.0,10,310,Scarborough,43.81171,-79.2738,False
Brock Public School,Toronto DSB,toronto,Elementary,English,95.0,5.0,10.0,4427.8,95%,89%,58%,87%,83%,-5.0,-23.0,10,295,Toronto,43.65304,-79.4378,False
Brock Public School,Toronto DSB,toronto,Elementary,English,95.0,5.0,10.0,4427.8,95%,89%,58%,87%,83%,-5.0,-23.0,10,295,Toronto,43.65304,-79.4378,False
Brookmill Boulevard Junior Public School,Toronto DSB,toronto,Elementary,English,84.0,10.0,10.0,4427.8,84%,82%,58%,83%,69%,-11.0,-21.0,15,235,Scarborough,43.80121,-79.3149,False
Brookmill Boulevard Junior Public School,Toronto DSB,toronto,Elementary,English,84.0,10.0,10.0,4427.8,84%,82%,58%,83%,69%,-11.0,-21.0,15,235,Scarborough,43.80121,-79.3149,False
Brookside Public School,Toronto DSB,toronto,Elementary,English,92.0,6.0,10.0,4427.8,92%,89%,64%,80%,75%,3.0,6.0,7,600,Scarborough,43.82784,-79.2345,False
Brookside Public School,Toronto DSB,toronto,Elementary,English,92.0,6.0,10.0,4427.8,92%,89%,64%,80%,75%,3.0,6.0,7,600,Scarborough,43.82784,-79.2345,False
Brookview Middle School,Toronto DSB,toronto,Elementary,English,61.0,20.0,25.0,4427.8,61%,65%,21%,,,1.0,5.0,25,465,North York,43.76745,-79.5172,False
Brookview Middle School,Toronto DSB,toronto,Elementary,English,61.0,20.0,25.0,4427.8,61%,65%,21%,,,1.0,5.0,25,465,North York,43.76745,-79.5172,False
Brown Junior Public School,Toronto DSB,toronto,Elementary,English,91.0,15.0,0.0,4427.8,91%,93%,65%,72%,67%,5.0,4.0,5,440,Toronto,43.68491,-79.4013,False
Brown Junior Public School,Toronto DSB,toronto,Elementary,English,91.0,15.0,0.0,4427.8,91%,93%,65%,72%,67%,5.0,4.0,5,440,Toronto,43.68491,-79.4013,False
Bruce Public School,Toronto DSB,toronto,Elementary,English,87.0,10.0,10.0,4427.8,87%,87%,62%,68%,57%,-7.0,12.0,15,265,Toronto,43.66103,-79.3333,False
Bruce Public School,Toronto DSB,toronto,Elementary,English,87.0,10.0,10.0,4427.8,87%,87%,62%,68%,57%,-7.0,12.0,15,265,Toronto,43.66103,-79.3333,False
Buchanan Public School,Toronto DSB,toronto,Elementary,English,50.0,10.0,10.0,4427.8,50%,47%,33%,48%,52%,-21.0,4.0,20,280,Scarborough,43.75144,-79.2998,True
Buchanan Public School,Toronto DSB,toronto,Elementary,English,50.0,10.0,10.0,4427.8,50%,47%,33%,48%,52%,-21.0,4.0,20,280,Scarborough,43.75144,-79.2998,True
Burrows Hall Junior Public School,Toronto DSB,toronto,Elementary,English,89.0,15.0,10.0,4427.8,89%,93%,54%,91%,84%,-5.0,-15.0,15,255,Scarborough,43.79269,-79.2288,False
Burrows Hall Junior Public School,Toronto DSB,toronto,Elementary,English,89.0,15.0,10.0,4427.8,89%,93%,54%,91%,84%,-5.0,-15.0,15,255,Scarborough,43.79269,-79.2288,False
C D Farquharson Junior Public School,Toronto DSB,toronto,Elementary,English,82.0,10.0,0.0,4427.8,82%,84%,68%,83%,80%,-15.0,-12.0,10,365,Scarborough,43.78446,-79.2661,False
C D Farquharson Junior Public School,Toronto DSB,toronto,Elementary,English,82.0,10.0,0.0,4427.8,82%,84%,68%,83%,80%,-15.0,-12.0,10,365,Scarborough,43.78446,-79.2661,False
C R Marchant Middle School,Toronto DSB,toronto,Elementary,English,72.0,20.0,10.0,4427.8,72%,70%,32%,,,-12.0,0.0,20,330,York,43.70172,-79.5129,False
C R Marchant Middle School,Toronto DSB,toronto,Elementary,English,72.0,20.0,10.0,4427.8,72%,70%,32%,,,-12.0,0.0,20,330,York,43.70172,-79.5129,False
Carleton Village Junior and Senior Public School,Toronto DSB,toronto,Elementary,English,72.0,12.0,11.0,4427.8,72%,69%,21%,45%,36%,2.0,17.0,17,525,Toronto,43.67235,-79.46,False
Carleton Village Junior and Senior Public School,Toronto DSB,toronto,Elementary,English,72.0,12.0,11.0,4427.8,72%,69%,21%,45%,36%,2.0,17.0,17,525,Toronto,43.67235,-79.46,False
Cedar Drive Junior Public School,Toronto DSB,toronto,Elementary,English,64.0,20.0,12.0,4427.8,64%,58%,28%,45%,31%,-13.0,-7.0,10,645,Scarborough,43.74658,-79.2148,False
Cedar Drive Junior Public School,Toronto DSB,toronto,Elementary,English,64.0,20.0,12.0,4427.8,64%,58%,28%,45%,31%,-13.0,-7.0,10,645,Scarborough,43.74658,-79.2148,False
Cedarbrook Public School,Toronto DSB,toronto,Elementary,English,90.0,10.0,0.0,4427.8,90%,95%,51%,66%,52%,9.0,9.0,5,385,Scarborough,43.74729,-79.2302,False
Cedarbrook Public School,Toronto DSB,toronto,Elementary,English,90.0,10.0,0.0,4427.8,90%,95%,51%,66%,52%,9.0,9.0,5,385,Scarborough,43.74729,-79.2302,False
Cedarvale Community School,Toronto DSB,toronto,Elementary,English,84.0,10.0,0.0,4427.8,84%,87%,77%,72%,59%,-16.0,8.0,10,280,York,43.69602,-79.4305,False
Cedarvale Community School,Toronto DSB,toronto,Elementary,English,84.0,10.0,0.0,4427.8,84%,87%,77%,72%,59%,-16.0,8.0,10,280,York,43.69602,-79.4305,False
Centennial Road Junior Public School,Toronto DSB,toronto,Elementary,English,95.0,0.0,0.0,4427.8,95%,87%,61%,84%,65%,9.0,-3.0,10,245,Scarborough,43.78695,-79.15,False
Centennial Road Junior Public School,Toronto DSB,toronto,Elementary,English,95.0,0.0,0.0,4427.8,95%,87%,61%,84%,65%,9.0,-3.0,10,245,Scarborough,43.78695,-79.15,False
Charles E Webster Public School,Toronto DSB,toronto,Elementary,English,63.0,15.0,5.0,4427.8,63%,63%,21%,60%,34%,-6.0,-10.0,20,425,York,43.69343,-79.4751,False
Charles E Webster Public School,Toronto DSB,toronto,Elementary,English,63.0,15.0,5.0,4427.8,63%,63%,21%,60%,34%,-6.0,-10.0,20,425,York,43.69343,-79.4751,False
Charles G Fraser Junior Public School,Toronto DSB,toronto,Elementary,English,95.0,10.0,10.0,4427.8,95%,95%,90%,88%,77%,18.0,28.0,20,225,Toronto,43.64852,-79.4095,False
Charles G Fraser Junior Public School,Toronto DSB,toronto,Elementary,English,95.0,10.0,10.0,4427.8,95%,95%,90%,88%,77%,18.0,28.0,20,225,Toronto,43.64852,-79.4095,False
Charles H Best Junior and Middle School,Toronto DSB,toronto,Elementary,English,53.0,10.0,5.0,4427.8,53%,59%,24%,,,-22.0,-16.0,25,370,North York,43.76744,-79.4586,True
Charles H Best Junior and Middle School,Toronto DSB,toronto,Elementary,English,53.0,10.0,5.0,4427.8,53%,59%,24%,,,-22.0,-16.0,25,370,North York,43.76744,-79.4586,True
Charlottetown Junior Public School,Toronto DSB,toronto,Elementary,English,90.0,0.0,0.0,4427.8,90%,90%,60%,74%,74%,3.0,0.0,5,375,Scarborough,43.78206,-79.1422,False
Charlottetown Junior Public School,Toronto DSB,toronto,Elementary,English,90.0,0.0,0.0,4427.8,90%,90%,60%,74%,74%,3.0,0.0,5,375,Scarborough,43.78206,-79.1422,False
Chartland Junior Public School,Toronto DSB,toronto,Elementary,English,83.0,10.0,10.0,4427.8,83%,75%,58%,84%,72%,-10.0,11.0,10,175,Scarborough,43.79976,-79.2787,False
Chartland Junior Public School,Toronto DSB,toronto,Elementary,English,83.0,10.0,10.0,4427.8,83%,75%,58%,84%,72%,-10.0,11.0,10,175,Scarborough,43.79976,-79.2787,False
Chester Le Junior Public School,Toronto DSB,toronto,Elementary,English,32.0,25.0,15.0,4427.8,32%,58%,26%,67%,42%,-28.0,6.0,15,145,Scarborough,43.79858,-79.3311,True
Chester Le Junior Public School,Toronto DSB,toronto,Elementary,English,32.0,25.0,15.0,4427.8,32%,58%,26%,67%,42%,-28.0,6.0,15,145,Scarborough,43.79858,-79.3311,True
Chief Dan George Public School,Toronto DSB,toronto,Elementary,English,73.0,10.0,0.0,4427.8,73%,63%,43%,42%,43%,-2.0,14.0,10,260,Scarborough,43.80271,-79.1638,False
Chief Dan George Public School,Toronto DSB,toronto,Elementary,English,73.0,10.0,0.0,4427.8,73%,63%,43%,42%,43%,-2.0,14.0,10,260,Scarborough,43.80271,-79.1638,False
Chine Drive Public School,Toronto DSB,toronto,Elementary,English,100.0,0.0,0.0,4427.8,100%,83%,91%,85%,69%,13.0,18.0,10,135,Scarborough,43.70998,-79.2418,False
Chine Drive Public School,Toronto DSB,toronto,Elementary,English,100.0,0.0,0.0,4427.8,100%,83%,91%,85%,69%,13.0,18.0,10,135,Scarborough,43.70998,-79.2418,False
Church Street Junior Public School,Toronto DSB,toronto,Elementary,English,65.0,25.0,0.0,4427.8,65%,65%,46%,70%,50%,-11.0,5.0,10,475,Toronto,43.6636,-79.3792,False
Church Street Junior Public School,Toronto DSB,toronto,Elementary,English,65.0,25.0,0.0,4427.8,65%,65%,46%,70%,50%,-11.0,5.0,10,475,Toronto,43.6636,-79.3792,False
Churchill Heights Public School,Toronto DSB,toronto,Elementary,English,94.0,10.0,10.0,4427.8,94%,96%,79%,73%,70%,2.0,-3.0,0,370,Scarborough,43.77305,-79.2245,False
Churchill Heights Public School,Toronto DSB,toronto,Elementary,English,94.0,10.0,10.0,4427.8,94%,96%,79%,73%,70%,2.0,-3.0,0,370,Scarborough,43.77305,-79.2245,False
Clairlea Public School,Toronto DSB,toronto,Elementary,English,68.0,9.0,3.0,4427.8,68%,74%,22%,52%,51%,-8.0,-9.0,10,530,Scarborough,43.71647,-79.2963,False
Clairlea Public School,Toronto DSB,toronto,Elementary,English,68.0,9.0,3.0,4427.8,68%,74%,22%,52%,51%,-8.0,-9.0,10,530,Scarborough,43.71647,-79.2963,False
Claude Watson School for the Arts,Toronto DSB,toronto,Elementary,English,98.0,10.0,0.0,4427.8,98%,98%,91%,,,-2.0,-5.0,10,285,North York,43.76568,-79.4094,False
Claude Watson School for the Arts,Toronto DSB,toronto,Elementary,English,98.0,10.0,0.0,4427.8,98%,98%,91%,,,-2.0,-5.0,10,285,North York,43.76568,-79.4094,False
Cliffside Public School,Toronto DSB,toronto,Elementary,English,85.0,15.0,10.0,4427.8,85%,67%,36%,10%,0%,20.0,-3.0,0,175,Scarborough,43.70488,-79.2504,False
Cliffside Public School,Toronto DSB,toronto,Elementary,English,85.0,15.0,10.0,4427.8,85%,67%,36%,10%,0%,20.0,-3.0,0,175,Scarborough,43.70488,-79.2504,False
Clinton Street Junior Public School,Toronto DSB,toronto,Elementary,English,85.0,10.0,0.0,4427.8,85%,83%,71%,81%,76%,-9.0,-2.0,20,320,Toronto,43.65764,-79.414,False
Clinton Street Junior Public School,Toronto DSB,toronto,Elementary,English,85.0,10.0,0.0,4427.8,85%,83%,71%,81%,76%,-9.0,-2.0,20,320,Toronto,43.65764,-79.414,False
Cordella Junior Public School,Toronto DSB,toronto,Elementary,English,57.0,15.0,25.0,4427.8,57%,64%,29%,N/R,N/R,-33.0,-21.0,30,120,York,43.67906,-79.4876,True
Cordella Junior Public School,Toronto DSB,toronto,Elementary,English,57.0,15.0,25.0,4427.8,57%,64%,29%,N/R,N/R,-33.0,-21.0,30,120,York,43.67906,-79.4876,True
Cornell Junior Public School,Toronto DSB,toronto,Elementary,English,90.0,21.0,14.0,4427.8,90%,89%,67%,69%,62%,11.0,16.0,8,665,Scarborough,43.75939,-79.218,False
Cornell Junior Public School,Toronto DSB,toronto,Elementary,English,90.0,21.0,14.0,4427.8,90%,89%,67%,69%,62%,11.0,16.0,8,665,Scarborough,43.75939,-79.218,False
Corvette Junior Public School,Toronto DSB,toronto,Elementary,English,68.0,17.0,15.0,4427.8,68%,68%,31%,53%,40%,-20.0,-15.0,9,595,Scarborough,43.72648,-79.2622,False
Corvette Junior Public School,Toronto DSB,toronto,Elementary,English,68.0,17.0,15.0,4427.8,68%,68%,31%,53%,40%,-20.0,-15.0,9,595,Scarborough,43.72648,-79.2622,False
Cosburn Middle School,Toronto DSB,toronto,Elementary,English,88.0,5.0,2.0,4427.8,88%,87%,55%,,,-2.0,8.0,24,515,East York,43.69419,-79.3309,False
Cosburn Middle School,Toronto DSB,toronto,Elementary,English,88.0,5.0,2.0,4427.8,88%,87%,55%,,,-2.0,8.0,24,515,East York,43.69419,-79.3309,False
Cottingham Junior Public School,Toronto DSB,toronto,Elementary,English,100.0,10.0,0.0,4427.8,100%,100%,100%,100%,87%,0.0,10.0,5,145,Toronto,43.68037,-79.3956,False
Cottingham Junior Public School,Toronto DSB,toronto,Elementary,English,100.0,10.0,0.0,4427.8,100%,100%,100%,100%,87%,0.0,10.0,5,145,Toronto,43.68037,-79.3956,False
Courcelette Public School,Toronto DSB,toronto,Elementary,English,100.0,0.0,0.0,4427.8,100%,97%,83%,94%,83%,6.0,19.0,5,265,Scarborough,43.67932,-79.2787,False
Courcelette Public School,Toronto DSB,toronto,Elementary,English,100.0,0.0,0.0,4427.8,100%,97%,83%,94%,83%,6.0,19.0,5,265,Scarborough,43.67932,-79.2787,False
Cummer Valley Middle School,Toronto DSB,toronto,Elementary,English,85.0,20.0,0.0,4427.8,85%,90%,66%,,,5.0,9.0,10,380,North York,43.7882,-79.4015,False
Cummer Valley Middle School,Toronto DSB,toronto,Elementary,English,85.0,20.0,0.0,4427.8,85%,90%,66%,,,5.0,9.0,10,380,North York,43.7882,-79.4015,False
D A Morrison Middle School,Toronto DSB,toronto,Elementary,English,85.0,10.0,5.0,4427.8,85%,88%,53%,,,-3.0,5.0,22,625,East York,43.69539,-79.3117,False
D A Morrison Middle School,Toronto DSB,toronto,Elementary,English,85.0,10.0,5.0,4427.8,85%,88%,53%,,,-3.0,5.0,22,625,East York,43.69539,-79.3117,False
Danforth Gardens Public School,Toronto DSB,toronto,Elementary,English,78.0,17.0,8.0,4427.8,78%,73%,35%,44%,39%,-1.0,-2.0,12,520,Scarborough,43.70845,-79.271,False
Danforth Gardens Public School,Toronto DSB,toronto,Elementary,English,78.0,17.0,8.0,4427.8,78%,73%,35%,44%,39%,-1.0,-2.0,12,520,Scarborough,43.70845,-79.271,False
David Lewis Public School,Toronto DSB,toronto,Elementary,English,91.0,10.0,10.0,4427.8,91%,88%,70%,79%,79%,-6.0,-16.0,5,350,Scarborough,43.80919,-79.3179,False
David Lewis Public School,Toronto DSB,toronto,Elementary,English,91.0,10.0,10.0,4427.8,91%,88%,70%,79%,79%,-6.0,-16.0,5,350,Scarborough,43.80919,-79.3179,False
Davisville Junior Public School,Toronto DSB,toronto,Elementary,English,93.0,12.0,1.0,4427.8,93%,93%,86%,62%,68%,-7.0,8.0,5,600,Toronto,43.69938,-79.3948,False
Davisville Junior Public School,Toronto DSB,toronto,Elementary,English,93.0,12.0,1.0,4427.8,93%,93%,86%,62%,68%,-7.0,8.0,5,600,Toronto,43.69938,-79.3948,False
Deer Park Junior and Senior Public School,Toronto DSB,toronto,Elementary,English,81.0,10.0,0.0,4427.8,81%,87%,60%,89%,89%,-9.0,-1.0,9,585,Toronto,43.68965,-79.3915,False
Deer Park Junior and Senior Public School,Toronto DSB,toronto,Elementary,English,81.0,10.0,0.0,4427.8,81%,87%,60%,89%,89%,-9.0,-1.0,9,585,Toronto,43.68965,-79.3915,False
Dennis Avenue Community School,Toronto DSB,toronto,Elementary,English,81.0,15.0,15.0,4427.8,81%,75%,31%,64%,57%,36.0,13.0,10,150,York,43.68441,-79.4873,False
Dennis Avenue Community School,Toronto DSB,toronto,Elementary,English,81.0,15.0,15.0,4427.8,81%,75%,31%,64%,57%,36.0,13.0,10,150,York,43.68441,-79.4873,False
Dewson Street Junior Public School,Toronto DSB,toronto,Elementary,English,98.0,5.0,5.0,4427.8,98%,95%,53%,N/R,42%,1.0,3.0,10,350,Toronto,43.65558,-79.4238,False
Dewson Street Junior Public School,Toronto DSB,toronto,Elementary,English,98.0,5.0,5.0,4427.8,98%,95%,53%,N/R,42%,1.0,3.0,10,350,Toronto,43.65558,-79.4238,False
Dixon Grove Junior Middle School,Toronto DSB,toronto,Elementary,English,74.0,17.0,14.0,4427.8,74%,77%,31%,47%,41%,0.0,10.0,13,640,Etobicoke,43.6849,-79.5561,False
Dixon Grove Junior Middle School,Toronto DSB,toronto,Elementary,English,74.0,17.0,14.0,4427.8,74%,77%,31%,47%,41%,0.0,10.0,13,640,Etobicoke,43.6849,-79.5561,False
Don Mills Middle School,Toronto DSB,toronto,Elementary,English,63.0,15.0,10.0,4427.8,63%,73%,44%,,,-29.0,-3.0,20,400,North York,43.73663,-79.3393,False
Don Mills Middle School,Toronto DSB,toronto,Elementary,English,63.0,15.0,10.0,4427.8,63%,73%,44%,,,-29.0,-3.0,20,400,North York,43.73663,-79.3393,False
Don Valley Middle School,Toronto DSB,toronto,Elementary,English,89.0,10.0,0.0,4427.8,89%,91%,67%,,,-6.0,-3.0,15,420,Toronto,43.78953,-79.355,False
Don Valley Middle School,Toronto DSB,toronto,Elementary,English,89.0,10.0,0.0,4427.8,89%,91%,67%,,,-6.0,-3.0,15,420,Toronto,43.78953,-79.355,False
Donview Middle School,Toronto DSB,toronto,Elementary,English,60.0,20.0,10.0,4427.8,60%,60%,21%,,,-14.0,-17.0,25,275,North York,43.76434,-79.3315,False
Donview Middle School,Toronto DSB,toronto,Elementary,English,60.0,20.0,10.0,4427.8,60%,60%,21%,,,-14.0,-17.0,25,275,North York,43.76434,-79.3315,False
Donwood Park Public School,Toronto DSB,toronto,Elementary,English,74.0,20.0,19.0,4427.8,74%,82%,46%,78%,69%,-16.0,6.0,10,665,Scarborough,43.757,-79.2622,False
Donwood Park Public School,Toronto DSB,toronto,Elementary,English,74.0,20.0,19.0,4427.8,74%,82%,46%,78%,69%,-16.0,6.0,10,665,Scarborough,43.757,-79.2622,False
Dorset Park Public School,Toronto DSB,toronto,Elementary,English,79.0,10.0,10.0,4427.8,79%,75%,29%,33%,17%,6.0,2.0,15,245,Scarborough,43.75016,-79.2797,False
Dorset Park Public School,Toronto DSB,toronto,Elementary,English,79.0,10.0,10.0,4427.8,79%,75%,29%,33%,17%,6.0,2.0,15,245,Scarborough,43.75016,-79.2797,False
Dovercourt Public School,Toronto DSB,toronto,Elementary,English,70.0,5.0,10.0,4427.8,70%,68%,36%,67%,39%,-12.0,9.0,15,335,Toronto,43.66701,-79.4361,False
Dovercourt Public School,Toronto DSB,toronto,Elementary,English,70.0,5.0,10.0,4427.8,70%,68%,36%,67%,39%,-12.0,9.0,15,335,Toronto,43.66701,-79.4361,False
Downtown Alternative School,Toronto DSB,toronto,Elementary,English,92.0,20.0,5.0,4427.8,92%,83%,50%,92%,100%,9.0,0.0,10,120,Toronto,43.64773,-79.3704,False
Downtown Alternative School,Toronto DSB,toronto,Elementary,English,92.0,20.0,5.0,4427.8,92%,83%,50%,92%,100%,9.0,0.0,10,120,Toronto,43.64773,-79.3704,False
Dr. Rita Cox – Kina Minogok Public School,Toronto DSB,toronto,Elementary,English,77.0,17.0,10.0,4427.8,77%,72%,55%,55%,40%,-11.0,-5.0,7,805,Toronto,43.63657,-79.4351,False
Dr. Rita Cox – Kina Minogok Public School,Toronto DSB,toronto,Elementary,English,77.0,17.0,10.0,4427.8,77%,72%,55%,55%,40%,-11.0,-5.0,7,805,Toronto,43.63657,-79.4351,False
Dublin Heights Elementary and Middle School,Toronto DSB,toronto,Elementary,English,89.0,10.0,3.0,4427.8,89%,89%,67%,71%,61%,7.0,15.0,9,715,North York,43.74926,-79.4468,False
Dublin Heights Elementary and Middle School,Toronto DSB,toronto,Elementary,English,89.0,10.0,3.0,4427.8,89%,89%,67%,71%,61%,7.0,15.0,9,715,North York,43.74926,-79.4468,False
Duke of Connaught Junior and Senior Public School,Toronto DSB,toronto,Elementary,English,88.0,8.0,3.0,4427.8,88%,87%,55%,64%,66%,-4.0,-12.0,13,745,Toronto,43.66588,-79.3224,False
Duke of Connaught Junior and Senior Public School,Toronto DSB,toronto,Elementary,English,88.0,8.0,3.0,4427.8,88%,87%,55%,64%,66%,-4.0,-12.0,13,745,Toronto,43.66588,-79.3224,False
Earl Beatty Junior and Senior Public School,Toronto DSB,toronto,Elementary,English,87.0,0.0,0.0,4427.8,87%,78%,61%,88%,78%,-7.0,26.0,10,440,Toronto,43.68602,-79.3212,False
Earl Beatty Junior and Senior Public School,Toronto DSB,toronto,Elementary,English,87.0,0.0,0.0,4427.8,87%,78%,61%,88%,78%,-7.0,26.0,10,440,Toronto,43.68602,-79.3212,False
Earl Haig Public School,Toronto DSB,toronto,Elementary,English,92.0,6.0,2.0,4427.8,92%,85%,51%,83%,73%,1.0,4.0,8,655,Toronto,43.68132,-79.3212,False
Earl Haig Public School,Toronto DSB,toronto,Elementary,English,92.0,6.0,2.0,4427.8,92%,85%,51%,83%,73%,1.0,4.0,8,655,Toronto,43.68132,-79.3212,False
Eastview Public School,Toronto DSB,toronto,Elementary,English,43.0,20.0,10.0,4427.8,43%,44%,8%,42%,8%,-12.0,3.0,25,295,Scarborough,43.75898,-79.1912,True
Eastview Public School,Toronto DSB,toronto,Elementary,English,43.0,20.0,10.0,4427.8,43%,44%,8%,42%,8%,-12.0,3.0,25,295,Scarborough,43.75898,-79.1912,True
Edgewood Public School,Toronto DSB,toronto,Elementary,English,74.0,10.0,0.0,4427.8,74%,79%,26%,25%,31%,3.0,12.0,15,175,Scarborough,43.7663,-79.2658,False
Edgewood Public School,Toronto DSB,toronto,Elementary,English,74.0,10.0,0.0,4427.8,74%,79%,26%,25%,31%,3.0,12.0,15,175,Scarborough,43.7663,-79.2658,False
Elia Middle School,Toronto DSB,toronto,Elementary,English,59.0,15.0,10.0,4427.8,59%,57%,19%,,,2.0,-3.0,20,370,North York,43.75379,-79.4985,True
Elia Middle School,Toronto DSB,toronto,Elementary,English,59.0,15.0,10.0,4427.8,59%,57%,19%,,,2.0,-3.0,20,370,North York,43.75379,-79.4985,True
Elizabeth Simcoe Junior Public School,Toronto DSB,toronto,Elementary,English,89.0,0.0,0.0,4427.8,89%,96%,71%,79%,63%,-6.0,-7.0,5,275,Scarborough,43.73814,-79.206,False
Elizabeth Simcoe Junior Public School,Toronto DSB,toronto,Elementary,English,89.0,0.0,0.0,4427.8,89%,96%,71%,79%,63%,-6.0,-7.0,5,275,Scarborough,43.73814,-79.206,False
Ellesmere-Statton Public School,Toronto DSB,toronto,Elementary,English,86.0,12.0,10.0,4427.8,86%,83%,63%,61%,50%,-1.0,12.0,9,730,Toronto,43.76362,-79.2876,False
Ellesmere-Statton Public School,Toronto DSB,toronto,Elementary,English,86.0,12.0,10.0,4427.8,86%,83%,63%,61%,50%,-1.0,12.0,9,730,Toronto,43.76362,-79.2876,False
Elmbank Junior Middle Academy,Toronto DSB,toronto,Elementary,English,48.0,20.0,10.0,4427.8,48%,64%,25%,70%,52%,-43.0,-26.0,25,280,Etobicoke,43.7365,-79.59,True
Elmbank Junior Middle Academy,Toronto DSB,toronto,Elementary,English,48.0,20.0,10.0,4427.8,48%,64%,25%,70%,52%,-43.0,-26.0,25,280,Etobicoke,43.7365,-79.59,True
Emily Carr Public School,Toronto DSB,toronto,Elementary,English,68.0,10.0,10.0,4427.8,68%,75%,39%,78%,48%,-23.0,-9.0,10,260,Scarborough,43.80501,-79.2069,False
Emily Carr Public School,Toronto DSB,toronto,Elementary,English,68.0,10.0,10.0,4427.8,68%,75%,39%,78%,48%,-23.0,-9.0,10,260,Scarborough,43.80501,-79.2069,False
Equinox Holistic Alternative School,Toronto DSB,toronto,Elementary,English,100.0,10.0,0.0,4427.8,100%,81%,44%,83%,72%,5.0,-8.0,10,185,Toronto,43.67289,-79.3232,False
Equinox Holistic Alternative School,Toronto DSB,toronto,Elementary,English,100.0,10.0,0.0,4427.8,100%,81%,44%,83%,72%,5.0,-8.0,10,185,Toronto,43.67289,-79.3232,False
Essex Junior and Senior Public School,Toronto DSB,toronto,Elementary,English,71.0,10.0,0.0,4427.8,71%,64%,14%,46%,44%,2.0,-24.0,30,295,Toronto,43.66825,-79.4223,False
Essex Junior and Senior Public School,Toronto DSB,toronto,Elementary,English,71.0,10.0,0.0,4427.8,71%,64%,14%,46%,44%,2.0,-24.0,30,295,Toronto,43.66825,-79.4223,False
F H Miller Junior Public School,Toronto DSB,toronto,Elementary,English,71.0,10.0,15.0,4427.8,71%,79%,36%,79%,58%,-18.0,25.0,15,185,York,43.684,-79.4589,False
F H Miller Junior Public School,Toronto DSB,toronto,Elementary,English,71.0,10.0,15.0,4427.8,71%,79%,36%,79%,58%,-18.0,25.0,15,185,York,43.684,-79.4589,False
Fairbank Public School,Toronto DSB,toronto,Elementary,English,74.0,10.0,5.0,4427.8,74%,74%,45%,50%,43%,6.0,14.0,15,250,York,43.69438,-79.4492,False
