OrgID,OrgType,Language,Grade,ApplySuppression,BoardMident,BoardName,SchoolMident,SchoolName,FundingType,Suppressed,cntStudents_Read,cntStudents_Write,cntStudents_Math,cntExempted_Read,cntExempted_Write,cntExempted_Math,cntAbsent_Read,cntAbsent_Write,cntAbsent_Math,cntNoData_Read,cntNoData_Write,cntNoData_Math,cntFullyParticipating_Read,cntFullyParticipating_Write,cntFullyParticipating_Math,cntFirstLang_Read,cntFirstLang_Write,cntFirstLang_Math,cntFirstLang_Other_Read,cntFirstLang_Other_Write,cntFirstLang_Other_Math,cntFirstLang_NoData_Read,cntFirstLang_NoData_Write,cntFirstLang_NoData_Math,pctExempted_Read,pctExempted_Write,pctExempted_Math,pctAbsent_Read,pctAbsent_Write,pctAbsent_Math,pctNoData_Read,pctNoData_Write,pctNoData_Math,pctFullyParticipating_Read,pctFullyParticipating_Write,pctFullyParticipating_Math,pctFirstLang_Read,pctFirstLang_Write,pctFirstLang_Math,pctFirstLang_Other_Read,pctFirstLang_Other_Write,pctFirstLang_Other_Math,pctFirstLang_NoData_Read,pctFirstLang_NoData_Write,pctFirstLang_NoData_Math,cntOverallR_L4,cntOverallR_L3,cntOverallR_L2,cntOverallR_L1,cntOverallR_NE1,cntOverallR_L34,cntOverallW_L4,cntOverallW_L3,cntOverallW_L2,cntOverallW_L1,cntOverallW_NE1,cntOverallW_L34,cntOverallM_L4,cntOverallM_L3,cntOverallM_L2,cntOverallM_L1,cntOverallM_NE1,cntOverallM_L34,pctOverallR_L4,pctOverallR_L3,pctOverallR_L2,pctOverallR_L1,pctOverallR_NE1,pctOverallR_L34,pctOverallW_L4,pctOverallW_L3,pctOverallW_L2,pctOverallW_L1,pctOverallW_NE1,pctOverallW_L34,pctOverallM_L4,pctOverallM_L3,pctOverallM_L2,pctOverallM_L1,pctOverallM_NE1,pctOverallM_L34,cntOverallR_G1_Part,cntOverallW_G1_Part,cntOverallM_G1_Part,cntOverallR_G1_L4,cntOverallR_G1_L3,cntOverallR_G1_L2,cntOverallR_G1_L1,cntOverallR_G1_NE1,cntOverallR_G1_L34,cntOverallW_G1_L4,cntOverallW_G1_L3,cntOverallW_G1_L2,cntOverallW_G1_L1,cntOverallW_G1_NE1,cntOverallW_G1_L34,cntOverallM_G1_L4,cntOverallM_G1_L3,cntOverallM_G1_L2,cntOverallM_G1_L1,cntOverallM_G1_NE1,cntOverallM_G1_L34,cntOverallR_G2_Part,cntOverallW_G2_Part,cntOverallM_G2_Part,cntOverallR_G2_L4,cntOverallR_G2_L3,cntOverallR_G2_L2,cntOverallR_G2_L1,cntOverallR_G2_NE1,cntOverallR_G2_L34,cntOverallW_G2_L4,cntOverallW_G2_L3,cntOverallW_G2_L2,cntOverallW_G2_L1,cntOverallW_G2_NE1,cntOverallW_G2_L34,cntOverallM_G2_L4,cntOverallM_G2_L3,cntOverallM_G2_L2,cntOverallM_G2_L1,cntOverallM_G2_NE1,cntOverallM_G2_L34
88609,S,en,3,1,66036,Lambton Kent District School Board,88609,Cathcart Boulevard PS,1,0,46,46,46,1,1,1,0,0,0,0,0,0,45,45,45,42,42,42,N/R,N/R,N/R,N/R,N/R,N/R,2%,2%,2%,0%,0%,0%,0%,0%,0%,98%,98%,98%,93%,93%,93%,N/R,N/R,N/R,N/R,N/R,N/R,20,19,6,0,0,39,3,32,10,0,0,35,13,22,9,1,0,35,44%,42%,13%,0%,0%,87%,7%,71%,22%,0%,0%,78%,29%,49%,20%,2%,0%,78%,24,24,24,12,10,2,0,0,22,2,16,6,0,0,18,9,12,2,1,0,21,21,21,21,8,9,4,0,0,17,1,16,4,0,0,17,4,10,7,0,0,14
88935,S,en,3,1,66125,Peel District School Board,88935,Champlain Trail PS,1,0,74,74,74,6,5,6,0,1,0,1,1,2,67,67,66,39,39,38,28,28,28,N/R,N/R,N/R,8%,7%,8%,0%,1%,0%,1%,1%,3%,91%,91%,89%,58%,58%,58%,42%,42%,42%,N/R,N/R,N/R,13,31,22,1,0,44,6,35,23,2,1,41,12,32,14,7,1,44,19%,46%,33%,1%,0%,66%,9%,52%,34%,3%,1%,61%,18%,48%,21%,11%,2%,67%,40,40,39,8,18,13,1,0,26,1,24,13,1,1,25,9,20,8,2,0,29,27,27,27,5,13,9,0,0,18,5,11,10,1,0,16,3,12,6,5,1,15
89028,S,en,3,1,66125,Peel District School Board,89028,Cherrytree E S,1,0,47,47,47,0,0,0,0,0,0,0,0,0,47,47,47,20,20,20,27,27,27,N/R,N/R,N/R,0%,0%,0%,0%,0%,0%,0%,0%,0%,100%,100%,100%,43%,43%,43%,57%,57%,57%,N/R,N/R,N/R,12,24,11,0,0,36,3,28,15,1,0,31,3,21,18,4,1,24,26%,51%,23%,0%,0%,77%,6%,60%,32%,2%,0%,66%,6%,45%,38%,9%,2%,51%,20,20,20,4,9,7,0,0,13,2,8,10,0,0,10,2,9,6,3,0,11,27,27,27,8,15,4,0,0,23,1,20,5,1,0,21,1,12,12,1,1,13
89058,S,en,3,1,66125,Peel District School Board,89058,Beryl Ford Public School,1,0,42,42,42,2,2,2,0,0,0,0,0,0,40,40,40,15,15,15,25,25,25,N/R,N/R,N/R,5%,5%,5%,0%,0%,0%,0%,0%,0%,95%,95%,95%,38%,38%,38%,62%,62%,62%,N/R,N/R,N/R,10,24,5,1,0,34,3,27,10,0,0,30,14,19,6,1,0,33,25%,60%,12%,2%,0%,85%,8%,68%,25%,0%,0%,75%,35%,48%,15%,2%,0%,82%,21,21,21,5,13,2,1,0,18,3,14,4,0,0,17,9,10,2,0,0,19,19,19,19,5,11,3,0,0,16,0,13,6,0,0,13,5,9,4,1,0,14
89257,S,en,3,1,66141,Hamilton-Wentworth DSB,89257,Cecil B Stirling PS,1,0,19,19,19,2,2,2,0,0,0,0,0,0,17,17,17,13,13,13,N/R,N/R,N/R,N/R,N/R,N/R,11%,11%,11%,0%,0%,0%,0%,0%,0%,89%,89%,89%,76%,76%,76%,N/R,N/R,N/R,N/R,N/R,N/R,3,11,3,0,0,14,1,10,6,0,0,11,3,9,5,0,0,12,18%,65%,18%,0%,0%,82%,6%,59%,35%,0%,0%,65%,18%,53%,29%,0%,0%,71%,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R
89442,S,en,3,1,66095,York Region DSB,89442,Kettle Lakes PS,1,0,38,38,38,1,1,0,0,0,0,0,1,0,37,36,38,15,15,15,21,20,21,N/R,N/R,N/R,3%,3%,0%,0%,0%,0%,0%,3%,0%,97%,95%,100%,41%,42%,39%,57%,56%,55%,N/R,N/R,N/R,17,14,5,1,0,31,0,31,5,0,0,31,13,15,8,1,1,28,46%,38%,14%,3%,0%,84%,0%,86%,14%,0%,0%,86%,34%,39%,21%,3%,3%,74%,23,22,24,11,7,4,1,0,18,0,20,2,0,0,20,10,7,5,1,1,17,14,14,14,6,7,1,0,0,13,0,11,3,0,0,11,3,8,3,0,0,11
89451,S,en,3,1,66176,Waterloo Region DSB,89451,Cedar Creek PS,1,0,51,51,51,0,0,0,0,0,0,0,0,0,51,51,51,47,47,47,N/R,N/R,N/R,N/R,N/R,N/R,0%,0%,0%,0%,0%,0%,0%,0%,0%,100%,100%,100%,92%,92%,92%,N/R,N/R,N/R,N/R,N/R,N/R,8,28,13,2,0,36,1,30,13,7,0,31,6,24,13,8,0,30,16%,55%,25%,4%,0%,71%,2%,59%,25%,14%,0%,61%,12%,47%,25%,16%,0%,59%,30,30,30,5,15,9,1,0,20,1,16,8,5,0,17,5,14,7,4,0,19,20,20,20,3,13,3,1,0,16,0,14,4,2,0,14,1,10,6,3,0,11
89486,S,en,3,1,66052,Toronto DSB,89486,Cedar Drive Jr PS,1,0,88,88,88,15,15,15,0,0,0,14,12,11,59,61,62,32,34,35,26,26,26,N/R,N/R,N/R,17%,17%,17%,0%,0%,0%,16%,14%,12%,67%,69%,70%,54%,56%,56%,44%,43%,42%,N/R,N/R,N/R,8,29,20,2,0,37,3,29,26,2,1,32,4,24,23,8,3,28,14%,49%,34%,3%,0%,63%,5%,48%,43%,3%,2%,52%,6%,39%,37%,13%,5%,45%,23,23,24,1,10,11,1,0,11,0,11,10,1,1,11,1,9,9,4,1,10,36,38,38,7,19,9,1,0,26,3,18,16,1,0,21,3,15,14,4,2,18
89516,S,en,3,1,66052,Toronto DSB,89516,Wilmington Elementary School,1,0,43,43,43,1,1,1,0,0,0,0,0,0,42,42,42,27,27,27,13,13,13,N/R,N/R,N/R,2%,2%,2%,0%,0%,0%,0%,0%,0%,98%,98%,98%,64%,64%,64%,31%,31%,31%,N/R,N/R,N/R,8,22,12,0,0,30,3,23,16,0,0,26,10,19,9,4,0,29,19%,52%,29%,0%,0%,71%,7%,55%,38%,0%,0%,62%,24%,45%,21%,10%,0%,69%,17,17,17,3,9,5,0,0,12,1,9,7,0,0,10,7,6,3,1,0,13,25,25,25,5,13,7,0,0,18,2,14,9,0,0,16,3,13,6,3,0,16
89699,S,en,3,1,66176,Waterloo Region DSB,89699,Cedarbrae PS,1,0,29,29,29,4,4,4,0,0,0,1,0,0,24,25,25,14,15,16,10,10,N/R,N/R,N/R,N/R,14%,14%,14%,0%,0%,0%,3%,0%,0%,83%,86%,86%,58%,60%,64%,42%,40%,N/R,N/R,N/R,N/R,1,4,16,3,0,5,0,6,13,5,1,6,0,6,14,5,0,6,4%,17%,67%,12%,0%,21%,0%,24%,52%,20%,4%,24%,0%,24%,56%,20%,0%,24%,10,10,10,0,1,7,2,0,1,0,2,6,2,0,2,0,2,8,0,0,2,14,15,15,1,3,9,1,0,4,0,4,7,3,1,4,0,4,6,5,0,4
89770,S,en,3,1,66052,Toronto DSB,89770,Cedarbrook PS,1,0,24,24,24,0,0,0,0,0,0,0,0,0,24,24,24,13,13,13,10,10,10,N/R,N/R,N/R,0%,0%,0%,0%,0%,0%,0%,0%,0%,100%,100%,100%,54%,54%,54%,42%,42%,42%,N/R,N/R,N/R,0,8,16,0,0,8,0,2,19,2,1,2,0,9,8,4,3,9,0%,33%,67%,0%,0%,33%,0%,8%,79%,8%,4%,8%,0%,38%,33%,17%,12%,38%,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,16,16,16,0,7,9,0,0,7,0,2,12,1,1,2,0,7,5,3,1,7
89966,S,en,3,1,66168,Grand Erie DSB,89966,Cedarland PS,1,0,30,30,30,1,1,1,0,0,0,0,0,0,29,29,29,28,28,28,N/R,N/R,N/R,N/R,N/R,N/R,3%,3%,3%,0%,0%,0%,0%,0%,0%,97%,97%,97%,97%,97%,97%,N/R,N/R,N/R,N/R,N/R,N/R,6,20,3,0,0,26,0,22,7,0,0,22,7,12,10,0,0,19,21%,69%,10%,0%,0%,90%,0%,76%,24%,0%,0%,76%,24%,41%,34%,0%,0%,66%,15,15,15,0,12,3,0,0,12,0,10,5,0,0,10,3,7,5,0,0,10,14,14,14,6,8,0,0,0,14,0,12,2,0,0,12,4,5,5,0,0,9
90034,S,en,3,1,66052,Toronto DSB,90034,Cedarvale Community S,1,0,22,22,22,2,2,2,0,0,0,0,0,0,20,20,20,15,15,15,N/R,N/R,N/R,N/R,N/R,N/R,9%,9%,9%,0%,0%,0%,0%,0%,0%,91%,91%,91%,75%,75%,75%,N/R,N/R,N/R,N/R,N/R,N/R,5,13,2,0,0,18,3,13,4,0,0,16,5,10,4,1,0,15,25%,65%,10%,0%,0%,90%,15%,65%,20%,0%,0%,80%,25%,50%,20%,5%,0%,75%,12,12,12,1,10,1,0,0,11,1,9,2,0,0,10,4,7,1,0,0,11,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R
90050,S,en,3,1,66095,York Region DSB,90050,Cedarwood PS,1,0,53,53,53,3,3,3,0,0,0,0,0,0,50,50,50,N/R,N/R,N/R,41,41,41,N/R,N/R,N/R,6%,6%,6%,0%,0%,0%,0%,0%,0%,94%,94%,94%,N/R,N/R,N/R,82%,82%,82%,N/R,N/R,N/R,13,22,15,0,0,35,4,30,15,1,0,34,8,30,10,2,0,38,26%,44%,30%,0%,0%,70%,8%,60%,30%,2%,0%,68%,16%,60%,20%,4%,0%,76%,25,25,25,5,11,9,0,0,16,3,12,9,1,0,15,4,16,4,1,0,20,25,25,25,8,11,6,0,0,19,1,18,6,0,0,19,4,14,6,1,0,18
90077,S,en,3,1,66168,Grand Erie DSB,90077,Centennial Grand Woodlands S,1,0,16,16,16,4,4,4,0,0,0,0,1,0,12,11,12,11,10,11,N/R,N/R,N/R,N/R,N/R,N/R,25%,25%,25%,0%,0%,0%,0%,6%,0%,75%,69%,75%,92%,91%,92%,N/R,N/R,N/R,N/R,N/R,N/R,0,1,11,0,0,1,0,1,9,1,0,1,1,1,4,4,2,2,0%,8%,92%,0%,0%,8%,0%,9%,82%,9%,0%,9%,8%,8%,33%,33%,17%,17%,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R
9008,S,en,3,1,66060,Durham DSB,9008,Alexander Graham Bell S,1,0,35,35,35,1,1,1,0,0,0,0,0,0,34,34,34,22,22,22,N/R,N/R,N/R,N/R,N/R,N/R,3%,3%,3%,0%,0%,0%,0%,0%,0%,97%,97%,97%,65%,65%,65%,N/R,N/R,N/R,N/R,N/R,N/R,12,14,8,0,0,26,3,18,12,1,0,21,8,14,10,2,0,22,35%,41%,24%,0%,0%,76%,9%,53%,35%,3%,0%,62%,24%,41%,29%,6%,0%,65%,17,17,17,2,8,7,0,0,10,1,6,9,1,0,7,2,7,6,2,0,9,17,17,17,10,6,1,0,0,16,2,12,3,0,0,14,6,7,4,0,0,13
90107,S,en,3,1,66192,Upper Canada DSB,90107,Centennial 67,1,0,25,25,25,0,0,0,0,0,0,0,0,0,25,25,25,N/R,N/R,N/R,N/R,N/R,N/R,22,22,22,0%,0%,0%,0%,0%,0%,0%,0%,0%,100%,100%,100%,N/R,N/R,N/R,N/R,N/R,N/R,88%,88%,88%,10,10,5,0,0,20,3,17,5,0,0,20,9,11,4,1,0,20,40%,40%,20%,0%,0%,80%,12%,68%,20%,0%,0%,80%,36%,44%,16%,4%,0%,80%,15,15,15,6,5,4,0,0,11,1,10,4,0,0,11,6,7,2,0,0,13,10,10,10,4,5,1,0,0,9,2,7,1,0,0,9,3,4,2,1,0,7
90131,S,en,3,1,66141,Hamilton-Wentworth DSB,90131,Bennetto,1,0,65,65,65,6,6,6,0,0,0,3,3,2,56,56,57,44,44,44,12,12,13,N/R,N/R,N/R,9%,9%,9%,0%,0%,0%,5%,5%,3%,86%,86%,88%,79%,79%,77%,21%,21%,23%,N/R,N/R,N/R,6,24,22,4,0,30,0,20,29,6,1,20,2,17,22,12,4,19,11%,43%,39%,7%,0%,54%,0%,36%,52%,11%,2%,36%,4%,30%,39%,21%,7%,33%,29,29,29,3,12,12,2,0,15,0,9,17,3,0,9,1,10,11,5,2,11,27,27,28,3,12,10,2,0,15,0,11,12,3,1,11,1,7,11,7,2,8
90158,S,en,3,1,66206,Limestone DSB,90158,Centennial PS,1,0,26,26,26,2,2,2,0,0,0,0,0,0,24,24,24,17,17,17,N/R,N/R,N/R,N/R,N/R,N/R,8%,8%,8%,0%,0%,0%,0%,0%,0%,92%,92%,92%,71%,71%,71%,N/R,N/R,N/R,N/R,N/R,N/R,5,14,5,0,0,19,1,13,8,2,0,14,6,11,4,2,1,17,21%,58%,21%,0%,0%,79%,4%,54%,33%,8%,0%,58%,25%,46%,17%,8%,4%,71%,11,11,11,3,6,2,0,0,9,1,6,3,1,0,7,4,5,1,0,1,9,13,13,13,2,8,3,0,0,10,0,7,5,1,0,7,2,6,3,2,0,8
90166,S,en,3,1,66176,Waterloo Region DSB,90166,Centennial PS,1,0,22,22,22,1,1,1,0,0,0,0,0,0,21,21,21,16,16,16,N/R,N/R,N/R,N/R,N/R,N/R,5%,5%,5%,0%,0%,0%,0%,0%,0%,95%,95%,95%,76%,76%,76%,N/R,N/R,N/R,N/R,N/R,N/R,4,11,6,0,0,15,0,10,9,2,0,10,5,7,5,3,1,12,19%,52%,29%,0%,0%,71%,0%,48%,43%,10%,0%,48%,24%,33%,24%,14%,5%,57%,11,11,11,3,6,2,0,0,9,0,6,5,0,0,6,4,4,3,0,0,8,10,10,10,1,5,4,0,0,6,0,4,4,2,0,4,1,3,2,3,1,4
90182,S,en,3,1,66184,Ottawa-Carleton DSB,90182,Centennial PS,1,0,25,25,25,2,2,2,0,0,0,2,2,2,21,21,21,N/R,N/R,N/R,11,11,11,N/R,N/R,N/R,8%,8%,8%,0%,0%,0%,8%,8%,8%,84%,84%,84%,N/R,N/R,N/R,52%,52%,52%,N/R,N/R,N/R,1,5,13,2,0,6,0,6,8,7,0,6,0,5,10,3,3,5,5%,24%,62%,10%,0%,29%,0%,29%,38%,33%,0%,29%,0%,24%,48%,14%,14%,24%,13,13,13,0,1,10,2,0,1,0,2,4,7,0,2,0,3,6,2,2,3,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R
90247,S,en,3,1,66117,Upper Grand DSB,90247,Centennial Hylands E S,1,0,53,53,53,8,8,8,0,0,0,0,0,0,45,45,45,41,41,41,N/R,N/R,N/R,N/R,N/R,N/R,15%,15%,15%,0%,0%,0%,0%,0%,0%,85%,85%,85%,91%,91%,91%,N/R,N/R,N/R,N/R,N/R,N/R,5,25,15,0,0,30,1,13,30,1,0,14,4,16,18,6,1,20,11%,56%,33%,0%,0%,67%,2%,29%,67%,2%,0%,31%,9%,36%,40%,13%,2%,44%,20,20,20,3,11,6,0,0,14,1,4,15,0,0,5,2,7,10,1,0,9,25,25,25,2,14,9,0,0,16,0,9,15,1,0,9,2,9,8,5,1,11
90298,S,en,3,1,66052,Toronto DSB,90298,Centennial Road Junior PS,1,0,23,23,23,1,1,1,0,0,0,0,0,0,22,22,22,17,17,17,N/R,N/R,N/R,N/R,N/R,N/R,4%,4%,4%,0%,0%,0%,0%,0%,0%,96%,96%,96%,77%,77%,77%,N/R,N/R,N/R,N/R,N/R,N/R,4,12,5,1,0,16,0,10,11,1,0,10,2,12,6,2,0,14,18%,55%,23%,5%,0%,73%,0%,45%,50%,5%,0%,45%,9%,55%,27%,9%,0%,64%,14,14,14,1,7,5,1,0,8,0,4,9,1,0,4,0,7,6,1,0,7,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R
90557,S,en,3,1,66214,Renfrew County DSB,90557,Walter Zadow PS,1,0,60,60,60,3,3,3,0,0,0,1,2,1,56,55,56,53,53,53,N/R,N/R,N/R,N/R,N/R,N/R,5%,5%,5%,0%,0%,0%,2%,3%,2%,93%,92%,93%,95%,96%,95%,N/R,N/R,N/R,N/R,N/R,N/R,12,32,11,1,0,44,2,37,15,1,0,39,7,26,21,2,0,33,21%,57%,20%,2%,0%,79%,4%,67%,27%,2%,0%,71%,12%,46%,38%,4%,0%,59%,35,34,35,7,18,9,1,0,25,1,22,10,1,0,23,7,14,12,2,0,21,21,21,21,5,14,2,0,0,19,1,15,5,0,0,16,0,12,9,0,0,12
90816,S,en,3,1,66168,Grand Erie DSB,90816,Central PS,1,0,25,25,25,2,2,2,0,0,0,0,0,0,23,23,23,20,20,20,N/R,N/R,N/R,N/R,N/R,N/R,8%,8%,8%,0%,0%,0%,0%,0%,0%,92%,92%,92%,87%,87%,87%,N/R,N/R,N/R,N/R,N/R,N/R,0,13,8,2,0,13,0,5,15,3,0,5,0,5,7,11,0,5,0%,57%,35%,9%,0%,57%,0%,22%,65%,13%,0%,22%,0%,22%,30%,48%,0%,22%,12,12,12,0,8,3,1,0,8,0,3,7,2,0,3,0,3,4,5,0,3,11,11,11,0,5,5,1,0,5,0,2,8,1,0,2,0,2,3,6,0,2
91073,S,en,3,1,66028,Greater Essex County DSB,91073,Colchester North PS,1,0,20,20,20,1,1,1,0,0,0,0,0,0,19,19,19,19,19,19,N/R,N/R,N/R,N/R,N/R,N/R,5%,5%,5%,0%,0%,0%,0%,0%,0%,95%,95%,95%,100%,100%,100%,N/R,N/R,N/R,N/R,N/R,N/R,13,6,0,0,0,19,0,18,1,0,0,18,7,12,0,0,0,19,68%,32%,0%,0%,0%,100%,0%,95%,5%,0%,0%,95%,37%,63%,0%,0%,0%,100%,11,11,11,8,3,0,0,0,11,0,11,0,0,0,11,4,7,0,0,0,11,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R
91332,S,en,3,1,66176,Waterloo Region DSB,91332,Central PS,1,0,25,25,25,0,0,0,0,0,0,2,1,1,23,24,24,21,22,22,N/R,N/R,N/R,N/R,N/R,N/R,0%,0%,0%,0%,0%,0%,8%,4%,4%,92%,96%,96%,91%,92%,92%,N/R,N/R,N/R,N/R,N/R,N/R,1,13,9,0,0,14,0,12,10,2,0,12,1,10,11,1,1,11,4%,57%,39%,0%,0%,61%,0%,50%,42%,8%,0%,50%,4%,42%,46%,4%,4%,46%,12,12,12,1,5,6,0,0,6,0,6,5,1,0,6,1,6,4,1,0,7,11,12,12,0,8,3,0,0,8,0,6,5,1,0,6,0,4,7,0,1,4
91464,S,en,3,1,66028,Greater Essex County DSB,91464,Gosfield North,1,0,56,56,56,0,0,0,0,0,0,0,0,1,56,56,55,56,56,55,N/R,N/R,N/R,N/R,N/R,N/R,0%,0%,0%,0%,0%,0%,0%,0%,2%,100%,100%,98%,100%,100%,100%,N/R,N/R,N/R,N/R,N/R,N/R,13,20,20,3,0,33,4,30,19,3,0,34,15,23,11,5,1,38,23%,36%,36%,5%,0%,59%,7%,54%,34%,5%,0%,61%,27%,42%,20%,9%,2%,69%,25,25,25,6,6,10,3,0,12,0,13,9,3,0,13,7,9,6,3,0,16,31,31,30,7,14,10,0,0,21,4,17,10,0,0,21,8,14,5,2,1,22
9172,S,en,3,1,66052,Toronto DSB,9172,Alexander Muir/Gladstone Ave P,1,0,43,43,43,0,0,0,0,0,0,1,0,1,42,43,42,37,38,37,N/R,N/R,N/R,N/R,N/R,N/R,0%,0%,0%,0%,0%,0%,2%,0%,2%,98%,100%,98%,88%,88%,88%,N/R,N/R,N/R,N/R,N/R,N/R,17,23,2,0,0,40,2,27,13,1,0,29,6,22,11,3,0,28,40%,55%,5%,0%,0%,95%,5%,63%,30%,2%,0%,67%,14%,52%,26%,7%,0%,67%,15,16,15,2,12,1,0,0,14,0,8,8,0,0,8,2,8,3,2,0,10,27,27,27,15,11,1,0,0,26,2,19,5,1,0,21,4,14,8,1,0,18
91723,S,en,3,1,66141,Hamilton-Wentworth DSB,91723,Central Jr PS,1,0,45,45,45,9,9,9,0,0,0,2,2,3,34,34,33,14,14,13,19,19,19,N/R,N/R,N/R,20%,20%,20%,0%,0%,0%,4%,4%,7%,76%,76%,73%,41%,41%,39%,56%,56%,58%,N/R,N/R,N/R,3,11,17,3,0,14,1,11,15,7,0,12,5,11,8,8,1,16,9%,32%,50%,9%,0%,41%,3%,32%,44%,21%,0%,35%,15%,33%,24%,24%,3%,48%,17,17,16,2,6,7,2,0,8,0,6,7,4,0,6,3,5,5,3,0,8,17,17,17,1,5,10,1,0,6,1,5,8,3,0,6,2,6,3,5,1,8
91855,S,en,3,1,66079,Kawartha Pine Ridge DSB,91855,Camborne PS,1,0,22,22,22,0,0,0,0,0,0,0,0,0,22,22,22,21,21,21,N/R,N/R,N/R,N/R,N/R,N/R,0%,0%,0%,0%,0%,0%,0%,0%,0%,100%,100%,100%,95%,95%,95%,N/R,N/R,N/R,N/R,N/R,N/R,3,14,5,0,0,17,0,16,6,0,0,16,1,15,6,0,0,16,14%,64%,23%,0%,0%,77%,0%,73%,27%,0%,0%,73%,5%,68%,27%,0%,0%,73%,14,14,14,3,9,2,0,0,12,0,11,3,0,0,11,1,10,3,0,0,11,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R
91987,S,en,3,1,66079,Kawartha Pine Ridge DSB,91987,North Hope Central PS,1,0,17,17,17,0,0,0,0,0,0,1,0,0,16,17,17,16,17,17,N/R,N/R,N/R,N/R,N/R,N/R,0%,0%,0%,0%,0%,0%,6%,0%,0%,94%,100%,100%,100%,100%,100%,N/R,N/R,N/R,N/R,N/R,N/R,4,9,3,0,0,13,2,9,6,0,0,11,1,7,8,1,0,8,25%,56%,19%,0%,0%,81%,12%,53%,35%,0%,0%,65%,6%,41%,47%,6%,0%,47%,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,10,10,N/R,N/R,N/R,N/R,N/R,N/R,2,7,1,0,0,9,1,4,5,0,0,5
92371,S,en,3,1,66206,Limestone DSB,92371,Central PS,1,0,28,28,28,1,1,1,0,0,0,1,1,2,26,26,25,11,11,10,N/R,N/R,N/R,10,10,10,4%,4%,4%,0%,0%,0%,4%,4%,7%,93%,93%,89%,42%,42%,40%,N/R,N/R,N/R,38%,38%,40%,10,13,2,1,0,23,2,17,7,0,0,19,2,16,5,2,0,18,38%,50%,8%,4%,0%,88%,8%,65%,27%,0%,0%,73%,8%,64%,20%,8%,0%,72%,14,14,13,6,5,2,1,0,11,1,8,5,0,0,9,1,9,2,1,0,10,12,12,12,4,8,0,0,0,12,1,9,2,0,0,10,1,7,3,1,0,8
92509,S,en,3,1,66222,Hastings and Prince Edward DSB,92509,Madoc Township PS,1,0,22,22,22,2,2,2,0,0,0,0,0,0,20,20,20,19,19,19,N/R,N/R,N/R,N/R,N/R,N/R,9%,9%,9%,0%,0%,0%,0%,0%,0%,91%,91%,91%,95%,95%,95%,N/R,N/R,N/R,N/R,N/R,N/R,3,9,7,1,0,12,0,11,7,2,0,11,0,11,4,4,1,11,15%,45%,35%,5%,0%,60%,0%,55%,35%,10%,0%,55%,0%,55%,20%,20%,5%,55%,12,12,12,2,6,3,1,0,8,0,6,5,1,0,6,0,7,3,1,1,7,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R
92886,S,en,3,1,66060,Durham DSB,92886,Vimy Ridge Public School,1,0,55,55,55,1,1,1,0,0,0,0,0,0,54,54,54,33,33,33,21,21,21,N/R,N/R,N/R,2%,2%,2%,0%,0%,0%,0%,0%,0%,98%,98%,98%,61%,61%,61%,39%,39%,39%,N/R,N/R,N/R,17,30,7,0,0,47,3,41,10,0,0,44,17,25,12,0,0,42,31%,56%,13%,0%,0%,87%,6%,76%,19%,0%,0%,81%,31%,46%,22%,0%,0%,78%,31,31,31,8,19,4,0,0,27,3,20,8,0,0,23,15,10,6,0,0,25,23,23,23,9,11,3,0,0,20,0,21,2,0,0,21,2,15,6,0,0,17
